,Unnamed: 0,Pmid,Sentences,COMPOUND,PHENOTYPE,Has Match,Cause Match,Effect Match,Verb Match,Ontology ID,Ontology term,CID,compound_name,compound_name_final,lemma_verb
44,329,35137229,"In patients with acute exacerbation, amisulpride, aripiprazole, brexpiprazole, cariprazine, haloperidol, lumateperone, and lurasidone produced mild weight gain in comparison to placebo (mean difference at any dose≤1 kg), while more significant weight gain was observed by all other drugs.","['amisulpride', 'aripiprazole', 'brexpiprazole', 'cariprazine', 'haloperidol', 'lumateperone', 'lurasidone']","['acute exacerbation', 'mild weight gain', 'weight gain']",True,lurasidone,mild weight gain,produced,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",lurasidone,produce
45,329,35137229,"In patients with acute exacerbation, amisulpride, aripiprazole, brexpiprazole, cariprazine, haloperidol, lumateperone, and lurasidone produced mild weight gain in comparison to placebo (mean difference at any dose≤1 kg), while more significant weight gain was observed by all other drugs.","['amisulpride', 'aripiprazole', 'brexpiprazole', 'cariprazine', 'haloperidol', 'lumateperone', 'lurasidone']","['acute exacerbation', 'mild weight gain', 'weight gain']",True,lurasidone,weight gain,produced,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",lurasidone,produce
46,374,34854012,"However, haloperidol often causes extrapyramidal motor disorders such as tardive dyskinesia (TD).",['haloperidol'],"['extrapyramidal motor disorders', 'tardive dyskinesia']",True,haloperidol,extrapyramidal motor disorders,causes,C0234133,Abnormality of extrapyramidal motor function,3559,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,cause
47,374,34854012,"However, haloperidol often causes extrapyramidal motor disorders such as tardive dyskinesia (TD).",['haloperidol'],"['extrapyramidal motor disorders', 'tardive dyskinesia']",True,haloperidol,tardive dyskinesia,causes,C0686347,Tardive dyskinesia,3559,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,cause
48,413,34730624,"CE at the dose of 400 mg/kg induced ipsilateral rotations 14 days after lesion; however, chronic 30-day CE and caffeine treatments did not interfere with the animals' rotation after apomorphine or methamphetamine challenges in animals with MFB lesion, nor on monoamines levels.","['caffeine', 'methamphetamine']","['chronic 30-day CE', 'MFB lesion']",True,caffeine,chronic 30-day CE,induced,C0205191,Chronic,2519,Caffeine,Caffeine,induce
49,413,34730624,"CE at the dose of 400 mg/kg induced ipsilateral rotations 14 days after lesion; however, chronic 30-day CE and caffeine treatments did not interfere with the animals' rotation after apomorphine or methamphetamine challenges in animals with MFB lesion, nor on monoamines levels.","['caffeine', 'methamphetamine']","['chronic 30-day CE', 'MFB lesion']",True,methamphetamine,chronic 30-day CE,induced,C0205191,Chronic,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",methamphetamine,induce
50,545,35295067," Conclusions: Use of propanolol was associated with reduced mortality, compared with controls, in this nationwide cohort of patients with cirrhosis and refractory ascites.",['propanolol'],"['reduced mortality', 'cirrhosis', 'refractory ascites']",True,propanolol,cirrhosis,associated,C0023890,Cirrhosis,4946,propanolol,propanolol,associate
51,545,35295067," Conclusions: Use of propanolol was associated with reduced mortality, compared with controls, in this nationwide cohort of patients with cirrhosis and refractory ascites.",['propanolol'],"['reduced mortality', 'cirrhosis', 'refractory ascites']",True,propanolol,refractory ascites,associated,C0003962,Ascites,4946,propanolol,propanolol,associate
52,552,35266887,"Propranolol treatment elevated the activity of caspase-3  and expression of bax, Wee1, GADD153 and apoptosis-inducing factor, but decreased bcl-2 which is an antiapoptotic protein.",['Propranolol'],"['expression of bax', 'decreased bcl-2']",True,Propranolol,decreased bcl-2,elevated,C0427437,Decreased mean corpuscular haemoglobin,4946,propanolol,propanolol,elevated
53,581,35188546,"Propranolol infusion did not produce any significant changes in MHR and MHRV, but significantly decreased FHR and increased FHRV.",['Propranolol'],"['decreased FHR', 'increased FHRV']",True,Propranolol,decreased FHR,produce,C0302844,Reduced erythrocyte volume,4946,propanolol,propanolol,produce
54,581,35188546,"Propranolol infusion did not produce any significant changes in MHR and MHRV, but significantly decreased FHR and increased FHRV.",['Propranolol'],"['decreased FHR', 'increased FHRV']",True,Propranolol,increased FHRV,produce,C0302845,Increased mean corpuscular volume,4946,propanolol,propanolol,produce
55,609,35154986,  Severe neutropenia in newly diagnosed hyperthyroidism is a diagnostic and therapeutic dilemma since antithyroid drugs (ATDs) cannot be started if the absolute neutrophil count (ANC) is <1 x 109/L. We report the case of a patient followed for hyperthyroidism associated with severe neutropenia treated with dexamethasone and ATD.,"['dexamethasone', 'ATD']","['neutropenia', 'hyperthyroidism', 'absolute neutrophil count', 'neutropenia']",True,dexamethasone,neutropenia,associated,C0853697,Low neutrophil count,5743,Dexamethasone,Dexamethasone,associate
56,609,35154986,  Severe neutropenia in newly diagnosed hyperthyroidism is a diagnostic and therapeutic dilemma since antithyroid drugs (ATDs) cannot be started if the absolute neutrophil count (ANC) is <1 x 109/L. We report the case of a patient followed for hyperthyroidism associated with severe neutropenia treated with dexamethasone and ATD.,"['dexamethasone', 'ATD']","['neutropenia', 'hyperthyroidism', 'absolute neutrophil count', 'neutropenia']",True,ATD,neutropenia,associated,C0853697,Low neutrophil count,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",ATD,associate
57,649,35088615,  BACKGROUND: The use of atropine during dobutamine stress echocardiography (DSE) is contraindicated in persons with narrow angle glaucoma though there is limited  evidence that low doses of intravenous atropine do not cause pupillary dilation.,"['atropine', 'atropine']","['dobutamine stress', 'pupillary dilation']",True,atropine,pupillary dilation,cause,C0026961,Dilated pupil,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",atropine,cause
58,650,35088615, OBJECTIVE: The aim of this study is to investigate whether atropine when administered in persons without glaucoma during dobutamine stress echocardiography causes pupillary dilation.,['atropine'],"['glaucoma', 'dobutamine stress', 'pupillary dilation']",True,atropine,glaucoma,causes,C0017601,Glaucoma,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",atropine,cause
59,650,35088615, OBJECTIVE: The aim of this study is to investigate whether atropine when administered in persons without glaucoma during dobutamine stress echocardiography causes pupillary dilation.,['atropine'],"['glaucoma', 'dobutamine stress', 'pupillary dilation']",True,atropine,pupillary dilation,causes,C0026961,Dilated pupil,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",atropine,cause
60,652,35088615, CONCLUSION: Intravenous atropine in usual doses administered in DSE does not cause mydriasis in adults without glaucoma.,['atropine'],"['mydriasis', 'glaucoma']",True,atropine,mydriasis,cause,C0026961,Dilated pupil,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",atropine,cause
61,652,35088615, CONCLUSION: Intravenous atropine in usual doses administered in DSE does not cause mydriasis in adults without glaucoma.,['atropine'],"['mydriasis', 'glaucoma']",True,atropine,glaucoma,cause,C0017601,Glaucoma,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",atropine,cause
62,654,35088452,Carbachol inhibits chronic myeloid leukaemia K562  cell proliferation.,['Carbachol'],['chronic myeloid leukaemia'],True,Carbachol,chronic myeloid leukaemia,inhibits,C0023473,Chronic myelogenous leukemia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",Carbachol,inhibit
63,677,35016879,"Results: Dexamethasone induced glomerular damage, proteinuria, renal oxidative stress and upregulated the renal Wnt/β-arrestin2/β-catenin pathway and the profibrotic signals.",['Dexamethasone'],"['glomerular damage', 'proteinuria', 'renal oxidative stress', 'upregulated the renal Wnt/β-arrestin2/β-catenin pathway']",True,Dexamethasone,proteinuria,induced,C0033687,Protein in urine,5743,Dexamethasone,Dexamethasone,induce
64,677,35016879,"Results: Dexamethasone induced glomerular damage, proteinuria, renal oxidative stress and upregulated the renal Wnt/β-arrestin2/β-catenin pathway and the profibrotic signals.",['Dexamethasone'],"['glomerular damage', 'proteinuria', 'renal oxidative stress', 'upregulated the renal Wnt/β-arrestin2/β-catenin pathway']",True,Dexamethasone,renal oxidative stress,induced,C0242606,Oxidative stress,5743,Dexamethasone,Dexamethasone,induce
65,900,32841881,The in vivo experiments indicated that DMP induced iron release and oxidative stress for rat RBCs.,"['DMP', 'iron']",['oxidative stress'],True,DMP,oxidative stress,induced,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",DMP,induce
66,900,32841881,The in vivo experiments indicated that DMP induced iron release and oxidative stress for rat RBCs.,"['DMP', 'iron']",['oxidative stress'],True,iron,oxidative stress,induced,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",iron,induce
67,956,3691429,"Contact with the esters caused little change in the barrier properties of human skin, but caused marked increases in the permeability to water of rat skin.",['water'],"['skin', 'increases in the permeability', 'skin']",True,water,skin,caused,C0423757,Thin skin,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",water,cause
68,956,3691429,"Contact with the esters caused little change in the barrier properties of human skin, but caused marked increases in the permeability to water of rat skin.",['water'],"['skin', 'increases in the permeability', 'skin']",True,water,increases in the permeability,caused,C1382398,Increased capillary permeability,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",water,cause
69,956,3691429,"Contact with the esters caused little change in the barrier properties of human skin, but caused marked increases in the permeability to water of rat skin.",['water'],"['skin', 'increases in the permeability', 'skin']",True,water,skin,caused,C0423757,Thin skin,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",water,cause
70,956,3691429,"Contact with the esters caused little change in the barrier properties of human skin, but caused marked increases in the permeability to water of rat skin.",['water'],"['skin', 'increases in the permeability', 'skin']",True,water,increases in the permeability,caused,C1382398,Increased capillary permeability,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",water,cause
71,956,3691429,"Contact with the esters caused little change in the barrier properties of human skin, but caused marked increases in the permeability to water of rat skin.",['water'],"['skin', 'increases in the permeability', 'skin']",True,water,skin,caused,C0423757,Thin skin,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",water,cause
72,968,35182801," CONCLUSIONS: High levels of MEHP, MBzP and MBP increased the odds of depressive symptoms in the elderly, and chronic inflammation had a partial mediating effect  on the increased odds of depressive symptoms due to MEHP exposure.","['MEHP', 'MBzP', 'MEHP']","['chronic inflammation', 'increased odds of depressive symptoms']",True,MEHP,chronic inflammation,increased,C0019189,Chronic liver inflammation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",MEHP,increase
73,968,35182801," CONCLUSIONS: High levels of MEHP, MBzP and MBP increased the odds of depressive symptoms in the elderly, and chronic inflammation had a partial mediating effect  on the increased odds of depressive symptoms due to MEHP exposure.","['MEHP', 'MBzP', 'MEHP']","['chronic inflammation', 'increased odds of depressive symptoms']",True,MBzP,chronic inflammation,increased,C0019189,Chronic liver inflammation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",MBzP,increase
74,968,35182801," CONCLUSIONS: High levels of MEHP, MBzP and MBP increased the odds of depressive symptoms in the elderly, and chronic inflammation had a partial mediating effect  on the increased odds of depressive symptoms due to MEHP exposure.","['MEHP', 'MBzP', 'MEHP']","['chronic inflammation', 'increased odds of depressive symptoms']",True,MEHP,chronic inflammation,increased,C0019189,Chronic liver inflammation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",MEHP,increase
75,976,35085932,"Higher 2nd trimester mono-isobutyl phthalate (MiBP) was associated with increased IGT (Q4 v. Q1 OR: 2.07; 95% CI: 1.06, 4.07), and 2nd trimester mono-3-hydroxybutyl phthalate (MHBP) was non-monotonically associated with increased GDM (Q2 v. Q1 OR: 3.21; 95% CI: 1.54, 6.87).",['-isobutyl phthalate'],"['Higher 2nd trimester', 'increased GDM']",True,-isobutyl phthalate,increased GDM,associated,C0302845,Increased mean corpuscular volume,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",-isobutyl phthalate,associate
