Article.ID;User.ID;User.Name;KE..Up.;Novel.KE.Up.;KE.up..biomarker;Novel.other.biomarker.KE.up.;KE.Down.;Novel.KE.Down.;KE.down..biomarker;Novel.other.biomarker.KE.down.;Stressor.BA.BP.;chemical;Species.BA.BP.;Test.system.BA.BP.;Dose.concordance..EP.;Time.concordance..EP.;Correlation.KEs..BP.ES.;Evidence.level..EP.ES.BP.BA.;assay.method..EP.ES.BA.
14967797;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['dilatation of bile canaliculi', 'novel'];area of bile canaliculi;tight junction disruption;nan;['tight_junction biomarkers (occludens/claudine/zo_1)'];nan;pharmaceutical;entacapon;human; in vitro;nomeasure;True;NEGATIVE CORRELATION; functional; other
14967790;6058;Jonas.Werner.E.Van.Ertvelde;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;cholestasis;nan;['ALP', 'ALT', 'bilirubin (total)'];nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";transcriptional study
14967784;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['novel'];bile canalicular area;apoptosis;nan;['novel'];caspase 3 activity;pharmaceutical;flucloxacillin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967784;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['novel'];bile canalicular area;apoptosis;nan;['novel'];caspase 3 activity;pharmaceutical;cloxacillin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967784;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['novel'];bile canalicular area;apoptosis;nan;['novel'];caspase 3 activity;pharmaceutical;nafcillin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967784;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['novel'];bile canalicular area;apoptosis;nan;['novel'];caspase 3 activity;pharmaceutical;trovafloxacin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967784;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['novel'];bile canalicular area;apoptosis;nan;['novel'];caspase 3 activity;pharmaceutical;erythromycin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde; intracellular bile acid accumulation;nan;[' bile acids '];nan;oxidative stress;nan;['novel'];heme oxygenase 1;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde; intracellular bile acid accumulation;nan;[' bile acids '];nan;ER stress/unfolded protein response;nan;['novel', 'ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];CHOP,ATF4;pharmaceutical;trovafloxacin;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde; intracellular bile acid accumulation;nan;[' bile acids '];nan;oxidative stress;nan;['novel'];heme oxygenase 1;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde; intracellular bile acid accumulation;nan;[' bile acids '];nan;ER stress/unfolded protein response;nan;['novel'];GRP78,CHOP;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967782;6916;amy.maerten;bile canalicular changes;nan;['ROCK '], dilatation, constriction;nan; intracellular bile acid accumulation;nan;tritium labeled TA;nan; other;fasudil;human; in vitro;nomeasure;True;POSITIVE CORRELATION;" functional; translational"; inhibitor/inducer study
14967782;6916;amy.maerten;bile canalicular changes;nan;['ROCK '], dilatation, constriction;nan; intracellular bile acid accumulation;nan;tritium labeled TA;nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;" functional; translational"; inhibitor/inducer study
14967782;6916;amy.maerten;bile canalicular changes;nan;dilatation, constriction;nan; intracellular bile acid accumulation;nan;tritium labeled TA;nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional; translational"; inhibitor/inducer study
14967782;6916;amy.maerten;bile canalicular changes;nan;['ROCK '], dilatation, constriction;nan; intracellular bile acid accumulation;nan;tritium labeled TA;nan;pharmaceutical;chlorpromazine;human; in vitro;True;True;POSITIVE CORRELATION;" functional; translational"; inhibitor/inducer study
14967782;6916;amy.maerten;bile canalicular changes;nan;dilatation, constriction;nan; intracellular bile acid accumulation;nan;tritium labeled TA;nan; other;deoxycholic acid;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional; translational"; inhibitor/inducer study
14967782;6916;amy.maerten;bile canalicular changes;nan;dilatation, constriction;nan; intracellular bile acid accumulation;nan;tritium labeled TA;nan;ANIT;a_naphthylisothiocyanate;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional; translational"; inhibitor/inducer study
14967780;7581;John.Alphonsus.Rowe;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;nomeasure;transcriptional;transcriptional study
14967780;7581;John.Alphonsus.Rowe;ER stress/unfolded protein response;nan;['novel'];ATF4, GRP78, CHOP;cholestasis;nan;[' not defined'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;nomeasure;transcriptional;transcriptional study
14967780;7581;John.Alphonsus.Rowe;oxidative stress;nan;['novel', 'oxidative stress biomarkers(ROS/GSS/GSSG)'];Nrf2, HO_1, MnSOD;cholestasis;nan;[' not defined'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;nomeasure;transcriptional;transcriptional study
14967771;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)', 'novel'];TXNRD1,GCLC,MT1X,HMOX1,NQO1,SOD2;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;mitochondrial impairment;nan;['novel'];NFIX,XDH;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['novel'];NFIX,XDH;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['constriction of bile canaliculi'];nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" other;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['constriction of bile canaliculi'];nan;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)', 'novel'];TXNRD1,GCLC,MT1X,HMOX1,NQO1,SOD2;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" other;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['constriction of bile canaliculi'];nan;mitochondrial impairment;nan;['novel'];NFIX,XDH;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" other;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;bile canalicular changes;nan;['constriction of bile canaliculi'];nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" other;Functional pathway analysis"
14967758;6912;julen.sanz.serrano; intracellular bile acid accumulation;nan;[' bile acids '];nan;non_specified cell death;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];fTCA;pharmaceutical;epistane;human;in vivo;False;nomeasure;POSITIVE CORRELATION;clinical; not defined
14967882;6916;amy.maerten; intracellular bile acid accumulation;nan;['bile acids '];nan;non_specified cell death;nan;[' not defined'];nan;pharmaceutical;cyclosporineA; rat; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; inhibitor/inducer study
14967965;6916;amy.maerten;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;autophagy;nan;['novel'];MAP1LC3?, SH3GLB1, SQSTM1;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;autophagy;nan;['novel'];MAP1LC3?, SH3GLB1, SQSTM1;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;apoptosis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;apoptosis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;necrosis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;necrosis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;autophagy;nan;['novel'];MAP1LC3?, SH3GLB1, SQSTM1;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;autophagy;nan;['novel'];MAP1LC3?, SH3GLB1, SQSTM1;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];CHOP;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];CHOP;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];CHOP;pharmaceutical;atazanavir ;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;necropoptosis;nan;['novel'];MLKL, RIPK1, CYLD;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten;oxidative stress;nan;[' not defined'];nan;necropoptosis;nan;['novel'];MLKL, RIPK1, CYLD;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967670;6058;Jonas.Werner.E.Van.Ertvelde; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['novel'];Nrf2;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;inflammation;nan;['novel'];Nrf2;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['novel'];Nrf2,PI3K,NQO1,HO1,GCLm,GCLc;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['novel'];Nrf2,PI3K,NQO1,HO1,GCLm,GCLc;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['novel'];Nrf2,PI3K,NQO1,HO1,GCLm,GCLc;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['novel'];Nrf2,PI3K,NQO1,HO1,GCLm,GCLc;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;apoptosis;nan;['apoptosis(biomarkers)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;apoptosis;nan;['apoptosis(biomarkers)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;apoptosis;nan;['apoptosis(biomarkers)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;apoptosis;nan;['apoptosis(biomarkers)'];nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;apoptosis;nan;['apoptosis(biomarkers)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
14967667;6058;Jonas.Werner.E.Van.Ertvelde;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;apoptosis;nan;['apoptosis(biomarkers)'];nan;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" translational; functional;clinical";"  translational study; other"
